trips.passenger_count|pickup_year|distance|the_count
INT|INT|INT|LONG
1|2013|180051|2
1|2013|170051|2
1|2013|148011|2
1|2013|146801|2
1|2013|130050|2
1|2013|120000|2
1|2013|110284|2
1|2013|110050|2
1|2013|100051|2
1|2013|98005|2
1|2013|95802|2
1|2013|90051|2
1|2013|83180|2
1|2013|80001|2
1|2013|77005|2
1|2013|73023|2
1|2013|72005|2
1|2013|70050|2
1|2013|63318|2
1|2013|60050|2
1|2013|51533|2
1|2013|51428|2
1|2013|51232|2
1|2013|50933|2
1|2013|50833|2
1|2013|50733|2
1|2013|50633|2
1|2013|50533|2
1|2013|50433|2
1|2013|50033|6
1|2013|45000|4
1|2013|43003|2
1|2013|38005|2
1|2013|36674|2
1|2013|33180|2
1|2013|29005|2
1|2013|28400|6
1|2013|25000|2
1|2013|15682|2
1|2013|14823|2
1|2013|14685|2
1|2013|14500|2
1|2013|13005|2
1|2013|12730|2
1|2013|12200|2
1|2013|11005|2
1|2013|10050|2
1|2013|9000|2
1|2013|8214|2
1|2013|8100|2
1|2013|8083|2
1|2013|8005|2
1|2013|8000|4
1|2013|7472|2
1|2013|7468|2
1|2013|7454|2
1|2013|6747|2
1|2013|6746|2
1|2013|6674|4
1|2013|6405|2
1|2013|5900|2
1|2013|5063|2
1|2013|5053|2
1|2013|5005|2
1|2013|5000|4
1|2013|4206|2
1|2013|4202|2
1|2013|4000|2
1|2013|3300|2
1|2013|3180|2
1|2013|3107|2
1|2013|3008|2
1|2013|2840|2
1|2013|2800|4
1|2013|2500|2
1|2013|2001|2
1|2013|1650|2
1|2013|1600|2
1|2013|1574|2
1|2013|1566|2
1|2013|1500|2
1|2013|1485|2
1|2013|1483|2
1|2013|1440|2
1|2013|1350|2
1|2013|1320|2
1|2013|1313|2
1|2013|1300|2
1|2013|1047|2
1|2013|1005|2
1|2013|1000|2
1|2013|916|2
1|2013|862|2
1|2013|855|2
1|2013|853|2
1|2013|831|2
1|2013|809|2
1|2013|807|2
1|2013|801|2
1|2013|800|4
1|2013|790|2
1|2013|701|2
1|2013|674|2
1|2013|666|2
1|2013|602|2
1|2013|601|2
1|2013|600|6
1|2013|564|2
1|2013|536|2
1|2013|529|2
1|2013|527|2
1|2013|518|2
1|2013|514|2
1|2013|510|2
1|2013|503|2
1|2013|502|2
1|2013|501|2
1|2013|500|44
1|2013|485|2
1|2013|462|2
1|2013|450|2
1|2013|444|2
1|2013|442|4
1|2013|438|2
1|2013|427|2
1|2013|405|2
1|2013|402|2
1|2013|400|8
1|2013|375|2
1|2013|366|2
1|2013|365|2
1|2013|351|2
1|2013|350|2
1|2013|335|2
1|2013|318|12
1|2013|317|2
1|2013|313|2
1|2013|305|2
1|2013|304|2
1|2013|303|2
1|2013|300|4
1|2013|296|2
1|2013|280|2
1|2013|272|2
1|2013|250|2
1|2013|248|2
1|2013|245|4
1|2013|240|4
1|2013|239|2
1|2013|238|2
1|2013|237|2
1|2013|236|2
1|2013|232|2
1|2013|230|2
1|2013|226|2
1|2013|225|4
1|2013|224|2
1|2013|223|4
1|2013|222|6
1|2013|221|2
1|2013|220|6
1|2013|219|6
1|2013|218|2
1|2013|217|4
1|2013|216|2
1|2013|215|2
1|2013|214|2
1|2013|213|2
1|2013|212|2
1|2013|211|4
1|2013|210|4
1|2013|209|4
1|2013|208|4
1|2013|207|6
1|2013|206|2
1|2013|205|4
1|2013|202|6
1|2013|201|4
1|2013|200|2
1|2013|199|6
1|2013|198|2
1|2013|195|4
1|2013|193|10
1|2013|192|6
1|2013|191|8
1|2013|190|4
1|2013|189|6
1|2013|188|10
1|2013|187|4
1|2013|186|6
1|2013|185|4
1|2013|184|8
1|2013|183|4
1|2013|182|4
1|2013|181|4
1|2013|180|8
1|2013|179|6
1|2013|178|10
1|2013|177|6
1|2013|176|10
1|2013|175|6
1|2013|174|10
1|2013|173|2
1|2013|172|6
1|2013|171|8
1|2013|170|4
1|2013|169|6
1|2013|168|4
1|2013|167|8
1|2013|166|6
1|2013|165|6
1|2013|164|2
1|2013|163|4
1|2013|162|6
1|2013|161|4
1|2013|160|4
1|2013|159|6
1|2013|157|2
1|2013|156|4
1|2013|155|2
1|2013|154|2
1|2013|152|2
1|2013|150|8
1|2013|147|4
1|2013|146|4
1|2013|142|2
1|2013|141|8
1|2013|139|2
1|2013|138|2
1|2013|134|4
1|2013|132|2
1|2013|131|4
1|2013|129|2
1|2013|128|2
1|2013|126|2
1|2013|125|2
1|2013|123|4
1|2013|122|2
1|2013|121|2
1|2013|120|8
1|2013|119|4
1|2013|118|4
1|2013|117|4
1|2013|116|4
1|2013|115|2
1|2013|112|4
1|2013|111|2
1|2013|110|6
1|2013|107|2
1|2013|106|4
1|2013|105|4
1|2013|104|4
1|2013|102|4
1|2013|101|4
1|2013|100|100
1|2013|99|46
1|2013|98|54
1|2013|97|48
1|2013|96|58
1|2013|95|68
1|2013|94|54
1|2013|93|54
1|2013|92|46
1|2013|91|82
1|2013|90|98
1|2013|89|42
1|2013|88|62
1|2013|87|56
1|2013|86|72
1|2013|85|86
1|2013|84|104
1|2013|83|118
1|2013|82|100
1|2013|81|130
1|2013|80|168
1|2013|79|76
1|2013|78|106
1|2013|77|78
1|2013|76|104
1|2013|75|96
1|2013|74|116
1|2013|73|128
1|2013|72|140
1|2013|71|142
1|2013|70|164
1|2013|69|156
1|2013|68|160
1|2013|67|146
1|2013|66|178
1|2013|65|174
1|2013|64|182
1|2013|63|224
1|2013|62|218
1|2013|61|224
1|2013|60|284
1|2013|59|266
1|2013|58|354
1|2013|57|330
1|2013|56|374
1|2013|55|428
1|2013|54|474
1|2013|53|418
1|2013|52|544
1|2013|51|584
1|2013|50|834
1|2013|49|630
1|2013|48|740
1|2013|47|782
1|2013|46|766
1|2013|45|878
1|2013|44|996
1|2013|43|1114
1|2013|42|1272
1|2013|41|1598
1|2013|40|1706
1|2013|39|1950
1|2013|38|2140
1|2013|37|2584
1|2013|36|3390
1|2013|35|3842
1|2013|34|4230
1|2013|33|4542
1|2013|32|5626
1|2013|31|6150
1|2013|30|7326
1|2013|29|10182
1|2013|28|16528
1|2013|27|17022
1|2013|26|20034
1|2013|25|23250
1|2013|24|32660
1|2013|23|51800
1|2013|22|110058
1|2013|21|240646
1|2013|20|371574
1|2013|19|564154
1|2013|18|944252
1|2013|17|1218326
1|2013|16|807914
1|2013|15|517154
1|2013|14|488932
1|2013|13|628714
1|2013|12|1017264
1|2013|11|1647658
1|2013|10|2379766
1|2013|9|2852000
1|2013|8|2904194
1|2013|7|3228254
1|2013|6|4779638
1|2013|5|7449696
1|2013|4|11985140
1|2013|3|21528806
1|2013|2|42163190
1|2013|1|81381772
1|2013|0|54476080
1|2014|11800001|2
1|2014|5005013|2
1|2014|3180000|2
1|2014|2840000|2
1|2014|515331|2
1|2014|318000|2
1|2014|300833|2
1|2014|156675|2
1|2014|110050|2
1|2014|5200|2
1|2014|4820|2
1|2014|4005|2
1|2014|3180|2
1|2014|816|2
1|2014|807|2
1|2014|801|2
1|2014|800|2
1|2014|700|2
1|2014|600|2
1|2014|504|2
1|2014|500|8
1|2014|304|2
1|2014|240|2
1|2014|228|2
1|2014|203|2
1|2014|190|2
1|2014|188|2
1|2014|184|2
1|2014|176|2
1|2014|171|4
1|2014|170|2
1|2014|169|2
1|2014|163|2
1|2014|161|2
1|2014|160|2
1|2014|147|2
1|2014|142|2
1|2014|100|98
1|2014|99|32
1|2014|98|32
1|2014|97|26
1|2014|96|24
1|2014|95|28
1|2014|94|28
1|2014|93|26
1|2014|92|30
1|2014|91|18
1|2014|90|52
1|2014|89|38
