trips.passenger_count|pickup_year|distance|the_count
INT|INT|INT|LONG
1|2014|88|36
1|2014|87|32
1|2014|86|44
1|2014|85|52
1|2014|84|62
1|2014|83|38
1|2014|82|72
1|2014|81|132
1|2014|80|158
1|2014|79|42
1|2014|78|58
1|2014|77|54
1|2014|76|56
1|2014|75|50
1|2014|74|74
1|2014|73|58
1|2014|72|60
1|2014|71|80
1|2014|70|118
1|2014|69|68
1|2014|68|82
1|2014|67|82
1|2014|66|102
1|2014|65|124
1|2014|64|102
1|2014|63|118
1|2014|62|156
1|2014|61|146
1|2014|60|208
1|2014|59|184
1|2014|58|204
1|2014|57|206
1|2014|56|276
1|2014|55|294
1|2014|54|286
1|2014|53|428
1|2014|52|404
1|2014|51|450
1|2014|50|690
1|2014|49|562
1|2014|48|514
1|2014|47|646
1|2014|46|672
1|2014|45|782
1|2014|44|860
1|2014|43|1126
1|2014|42|1138
1|2014|41|1326
1|2014|40|1442
1|2014|39|1796
1|2014|38|1960
1|2014|37|2488
1|2014|36|3334
1|2014|35|3772
1|2014|34|4146
1|2014|33|4730
1|2014|32|5930
1|2014|31|6608
1|2014|30|8340
1|2014|29|12066
1|2014|28|19824
1|2014|27|20024
1|2014|26|22178
1|2014|25|24696
1|2014|24|33118
1|2014|23|50556
1|2014|22|110060
1|2014|21|246646
1|2014|20|380708
1|2014|19|577856
1|2014|18|985016
1|2014|17|1300628
1|2014|16|880364
1|2014|15|546268
1|2014|14|503950
1|2014|13|633430
1|2014|12|988026
1|2014|11|1604680
1|2014|10|2342280
1|2014|9|2830578
1|2014|8|2862352
1|2014|7|3148398
1|2014|6|4562762
1|2014|5|7056576
1|2014|4|11175536
1|2014|3|20008010
1|2014|2|39318300
1|2014|1|77684258
1|2014|0|52594992
2|2010|16201631|1
2|2010|11800000|1
2|2010|8000008|1
2|2010|8000002|1
2|2010|5700000|1
2|2010|5043300|1
2|2010|4000006|1
2|2010|3300000|2
2|2010|3008331|1
2|2010|2655000|1
2|2010|2250100|1
2|2010|1090051|1
2|2010|1000051|1
2|2010|1000000|1
2|2010|900000|1
2|2010|833180|1
2|2010|633180|1
2|2010|493164|1
2|2010|394837|1
2|2010|300833|1
2|2010|67239|1
2|2010|50333|1
2|2010|30083|1
2|2010|25000|1
2|2010|13700|1
2|2010|4576|1
2|2010|4241|1
2|2010|2840|1
2|2010|2252|1
2|2010|1311|1
2|2010|1288|1
2|2010|1050|1
2|2010|810|1
2|2010|802|1
2|2010|800|2
2|2010|511|1
2|2010|502|1
2|2010|501|1
2|2010|500|5
2|2010|409|1
2|2010|402|1
2|2010|401|2
2|2010|328|1
2|2010|308|1
2|2010|304|1
2|2010|301|1
2|2010|300|2
2|2010|289|1
2|2010|274|1
2|2010|273|2
2|2010|269|1
2|2010|238|1
2|2010|225|1
2|2010|222|1
2|2010|220|1
2|2010|218|2
2|2010|209|1
2|2010|208|2
2|2010|207|2
2|2010|206|4
2|2010|205|1
2|2010|203|2
2|2010|199|1
2|2010|197|1
2|2010|196|1
2|2010|195|2
2|2010|194|1
2|2010|192|1
2|2010|191|2
2|2010|188|2
2|2010|187|2
2|2010|186|2
2|2010|185|3
2|2010|183|3
2|2010|182|5
2|2010|181|1
2|2010|180|4
2|2010|178|3
2|2010|177|7
2|2010|176|3
2|2010|175|7
2|2010|174|10
2|2010|173|3
2|2010|172|4
2|2010|171|4
2|2010|170|1
2|2010|169|6
2|2010|168|6
2|2010|167|5
2|2010|166|1
2|2010|165|6
2|2010|164|1
2|2010|163|1
2|2010|162|6
2|2010|161|1
2|2010|160|1
2|2010|158|2
2|2010|153|3
2|2010|152|1
2|2010|150|3
2|2010|148|1
2|2010|146|2
2|2010|145|1
2|2010|142|2
2|2010|140|1
2|2010|138|1
2|2010|136|2
2|2010|133|1
2|2010|132|1
2|2010|130|1
2|2010|129|1
2|2010|127|1
2|2010|124|1
2|2010|122|1
2|2010|119|1
2|2010|118|2
2|2010|113|1
2|2010|111|2
2|2010|109|1
2|2010|106|1
2|2010|105|1
2|2010|103|1
2|2010|102|3
2|2010|101|1
2|2010|100|3
2|2010|99|2
2|2010|97|1
2|2010|95|2
2|2010|94|1
2|2010|93|1
2|2010|92|3
2|2010|91|2
2|2010|90|3
2|2010|89|3
2|2010|88|8
2|2010|87|2
2|2010|85|3
2|2010|84|3
2|2010|83|5
2|2010|82|4
2|2010|81|2
2|2010|80|7
2|2010|79|2
2|2010|78|2
2|2010|77|2
2|2010|76|2
2|2010|75|4
2|2010|74|1
2|2010|73|3
2|2010|71|3
2|2010|69|9
2|2010|68|3
2|2010|67|5
2|2010|66|5
2|2010|65|1
2|2010|64|3
2|2010|63|3
2|2010|62|3
2|2010|61|4
2|2010|60|7
2|2010|59|9
2|2010|58|8
2|2010|57|7
2|2010|56|11
2|2010|55|12
2|2010|54|7
2|2010|53|17
2|2010|52|12
2|2010|51|13
2|2010|50|16
2|2010|49|38
2|2010|48|44
2|2010|47|35
2|2010|46|43
2|2010|45|47
2|2010|44|47
2|2010|43|86
2|2010|42|83
2|2010|41|106
2|2010|40|132
2|2010|39|150
2|2010|38|197
2|2010|37|245
2|2010|36|333
2|2010|35|345
2|2010|34|370
2|2010|33|389
2|2010|32|455
2|2010|31|496
2|2010|30|592
2|2010|29|854
2|2010|28|1389
2|2010|27|1551
2|2010|26|2002
2|2010|25|2435
2|2010|24|3574
2|2010|23|5838
2|2010|22|12816
2|2010|21|29089
2|2010|20|44505
2|2010|19|64379
2|2010|18|113598
2|2010|17|160604
2|2010|16|98971
2|2010|15|55758
2|2010|14|54384
2|2010|13|71841
2|2010|12|120459
2|2010|11|206197
2|2010|10|288073
2|2010|9|326703
2|2010|8|315602
2|2010|7|346774
2|2010|6|524793
2|2010|5|856240
2|2010|4|1392448
2|2010|3|2516836
2|2010|2|4713844
2|2010|1|8844918
2|2010|0|5612057
2|2011|100|15
2|2011|99|5
2|2011|98|2
2|2011|97|2
2|2011|96|3
2|2011|95|2
2|2011|94|3
2|2011|92|3
2|2011|91|2
2|2011|90|7
2|2011|89|5
2|2011|88|5
2|2011|87|7
2|2011|86|7
2|2011|85|3
2|2011|84|6
2|2011|83|6
2|2011|82|3
2|2011|81|11
2|2011|80|19
2|2011|79|2
2|2011|78|4
2|2011|77|3
2|2011|76|3
2|2011|75|4
2|2011|74|7
2|2011|73|6
2|2011|72|6
2|2011|71|8
2|2011|70|14
2|2011|69|6
2|2011|68|11
2|2011|67|7
2|2011|66|12
2|2011|65|10
2|2011|64|7
2|2011|63|9
2|2011|62|8
2|2011|61|19
2|2011|60|19
2|2011|59|17
2|2011|58|15
2|2011|57|26
2|2011|56|17
2|2011|55|22
2|2011|54|32
2|2011|53|32
2|2011|52|34
2|2011|51|34
2|2011|50|54
2|2011|49|40
2|2011|48|50
2|2011|47|50
2|2011|46|53
2|2011|45|60
2|2011|44|81
2|2011|43|79
2|2011|42|109
2|2011|41|116
2|2011|40|132
2|2011|39|182
2|2011|38|222
2|2011|37|255
2|2011|36|338
2|2011|35|412
2|2011|34|472
2|2011|33|432
2|2011|32|481
2|2011|31|602
2|2011|30|731
2|2011|29|1021
2|2011|28|1592
2|2011|27|1797
2|2011|26|2223
2|2011|25|2676
2|2011|24|3846
2|2011|23|6148
2|2011|22|13598
2|2011|21|31117
2|2011|20|47646
2|2011|19|70069
2|2011|18|124316
2|2011|17|176712
2|2011|16|108385
2|2011|15|59238
2|2011|14|57020
2|2011|13|72891
2|2011|12|121226
2|2011|11|208408
2|2011|10|295563
2|2011|9|342278
2|2011|8|328059
2|2011|7|363097
2|2011|6|550964
2|2011|5|896274
2|2011|4|1435598
2|2011|3|2565837
2|2011|2|4742089
2|2011|1|8847357
2|2011|0|5649843
2|2012|100|20
2|2012|99|3
2|2012|98|3
2|2012|97|3
2|2012|96|5
2|2012|95|2
2|2012|94|2
2|2012|93|3
2|2012|92|3
2|2012|91|5
2|2012|90|6
2|2012|89|3
2|2012|88|5
2|2012|87|4
2|2012|86|5
2|2012|85|7
2|2012|84|6
2|2012|83|4
2|2012|82|6
2|2012|81|8
2|2012|80|11
2|2012|79|4
2|2012|78|6
2|2012|77|5
2|2012|76|2
2|2012|75|10
2|2012|74|10
2|2012|73|10
2|2012|72|7
2|2012|71|12
2|2012|70|19
2|2012|69|11
2|2012|68|14
2|2012|67|15
2|2012|66|11
2|2012|65|14
2|2012|64|21
2|2012|63|7
2|2012|62|9
2|2012|61|22
2|2012|60|20
2|2012|59|19
2|2012|58|24
2|2012|57|27
2|2012|56|40
2|2012|55|46
2|2012|54|53
2|2012|53|62
2|2012|52|35
2|2012|51|46
2|2012|50|69
2|2012|49|59
2|2012|48|56
2|2012|47|65
2|2012|46|83
2|2012|45|89
2|2012|44|99
2|2012|43|111
2|2012|42|122
2|2012|41|151
2|2012|40|185
2|2012|39|206
2|2012|38|256
2|2012|37|319
2|2012|36|422
2|2012|35|445
2|2012|34|533
2|2012|33|571
2|2012|32|565
2|2012|31|645
2|2012|30|780
2|2012|29|1034
2|2012|28|1646
2|2012|27|1889
2|2012|26|2300
2|2012|25|2722
2|2012|24|3852
2|2012|23|6395
2|2012|22|13917
2|2012|21|30601
2|2012|20|45742
2|2012|19|67099
2|2012|18|119948
2|2012|17|165954
2|2012|16|102186
2|2012|15|58595
2|2012|14|55810
2|2012|13|72152
2|2012|12|119797
2|2012|11|204013
2|2012|10|286064
2|2012|9|328902
2|2012|8|318879
2|2012|7|350865
2|2012|6|529519
2|2012|5|845888
2|2012|4|1346638
2|2012|3|2383060
2|2012|2|4405615
2|2012|1|8132055
2|2012|0|4890960
2|2013|13005043|2
2|2013|12000000|2
2|2013|8810002|2
2|2013|6805033|2
2|2013|6800000|2
2|2013|6331800|2
2|2013|6208420|2
2|2013|5133318|2
2|2013|5123318|2
2|2013|5005073|2
2|2013|2840000|2
2|2013|2100507|2
2|2013|1533180|2
2|2013|1420050|2
2|2013|1200507|2
2|2013|1200506|2
2|2013|1000510|2
2|2013|1000030|2
2|2013|800001|2
2|2013|670051|2
2|2013|522133|2
2|2013|512331|2
2|2013|500000|2
2|2013|180051|2
2|2013|150004|2
2|2013|147005|2
2|2013|100502|2
2|2013|86029|2
2|2013|51033|2
2|2013|50432|2
2|2013|50133|2
2|2013|40050|2
2|2013|40005|2
2|2013|25400|2
2|2013|12004|2
2|2013|8600|2
2|2013|8095|2
2|2013|8045|2
2|2013|8005|2
2|2013|6005|4
2|2013|5053|2
2|2013|3199|2
2|2013|2139|2
2|2013|1800|2
2|2013|1300|2
2|2013|1232|2
2|2013|900|2
2|2013|807|2
2|2013|652|2
2|2013|500|8
2|2013|478|2
2|2013|437|2
2|2013|330|2
2|2013|323|2
2|2013|302|2
2|2013|300|4
2|2013|268|2
2|2013|260|2
2|2013|254|2
2|2013|225|2
2|2013|217|2
2|2013|216|4
2|2013|211|2
2|2013|210|2
2|2013|206|4
2|2013|204|2
2|2013|203|2
2|2013|200|6
2|2013|198|2
2|2013|196|2
2|2013|195|2
2|2013|194|2
2|2013|192|2
2|2013|191|4
2|2013|190|4
2|2013|186|4
2|2013|185|2
2|2013|184|2
2|2013|180|2
2|2013|179|2
2|2013|178|4
2|2013|177|6
2|2013|176|4
2|2013|175|4
2|2013|174|2
2|2013|173|4
2|2013|172|8
2|2013|171|4
2|2013|169|6
2|2013|168|2
2|2013|167|2
2|2013|163|4
2|2013|158|2
2|2013|156|2
2|2013|155|2
2|2013|151|2
2|2013|150|2
2|2013|145|2
2|2013|144|2
2|2013|142|2
2|2013|133|2
2|2013|130|4
2|2013|126|2
2|2013|110|2
2|2013|108|2
2|2013|105|2
2|2013|102|2
2|2013|100|8
2|2013|99|2
2|2013|98|4
2|2013|97|6
2|2013|96|2
2|2013|95|10
2|2013|94|10
2|2013|93|4
2|2013|92|4
2|2013|90|10
2|2013|89|6
2|2013|88|2
2|2013|87|16
2|2013|86|6
2|2013|85|8
2|2013|84|12
2|2013|83|16
2|2013|82|16
2|2013|81|18
2|2013|80|28
2|2013|79|12
2|2013|78|14
2|2013|77|18
2|2013|76|14
2|2013|75|14
2|2013|74|16
2|2013|73|14
2|2013|72|14
2|2013|71|20
2|2013|70|14
2|2013|69|20
2|2013|68|12
2|2013|67|24
2|2013|66|26
2|2013|65|24
2|2013|64|52
2|2013|63|22
2|2013|62|26
2|2013|61|46
2|2013|60|48
2|2013|59|46
2|2013|58|68
2|2013|57|78
2|2013|56|82
2|2013|55|68
2|2013|54|70
2|2013|53|78
2|2013|52|94
2|2013|51|102
2|2013|50|156
2|2013|49|74
2|2013|48|126
2|2013|47|122
2|2013|46|144
2|2013|45|154
2|2013|44|220
2|2013|43|208
2|2013|42|252
2|2013|41|296
2|2013|40|384
2|2013|39|414
2|2013|38|508
2|2013|37|666
2|2013|36|852
2|2013|35|906
2|2013|34|938
2|2013|33|1034
2|2013|32|1136
2|2013|31|1408
2|2013|30|1728
2|2013|29|2468
2|2013|28|3782
2|2013|27|3978
2|2013|26|4612
2|2013|25|5512
2|2013|24|7764
2|2013|23|12950
2|2013|22|29060
2|2013|21|63714
2|2013|20|95064
2|2013|19|141790
2|2013|18|256602
2|2013|17|356318
2|2013|16|215854
2|2013|15|117112
2|2013|14|109250
2|2013|13|138400
2|2013|12|230340
2|2013|11|394082
2|2013|10|554254
2|2013|9|633506
2|2013|8|610516
2|2013|7|652876
2|2013|6|976100
2|2013|5|1547204
2|2013|4|2480714
2|2013|3|4385390
2|2013|2|8230870
2|2013|1|15356812
2|2013|0|9404778
2|2014|8331800|2
2|2014|5000000|2
2|2014|514331|2
2|2014|66833|2
2|2014|33180|2
2|2014|500|2
2|2014|199|2
2|2014|108|2
2|2014|100|10
2|2014|99|4
2|2014|98|8
2|2014|97|6
2|2014|96|8
2|2014|95|4
2|2014|94|10
2|2014|93|14
2|2014|92|4
2|2014|91|2
2|2014|90|10
2|2014|89|8
2|2014|88|12
2|2014|87|6
2|2014|85|8
2|2014|84|4
2|2014|83|18
2|2014|82|10
2|2014|81|20
2|2014|80|16
2|2014|79|6
2|2014|78|8
2|2014|77|16
2|2014|76|12
2|2014|75|12
2|2014|74|10
2|2014|73|10
2|2014|72|12
2|2014|71|12
2|2014|70|16
2|2014|69|8
2|2014|68|16
2|2014|67|16
2|2014|66|36
2|2014|65|14
2|2014|64|26
2|2014|63|28
2|2014|62|26
2|2014|61|34
2|2014|60|68
2|2014|59|50
2|2014|58|46
2|2014|57|68
2|2014|56|42
2|2014|55|62
2|2014|54|58
2|2014|53|84
2|2014|52|72
2|2014|51|106
2|2014|50|140
2|2014|49|96
2|2014|48|108
2|2014|47|108
2|2014|46|158
2|2014|45|182
2|2014|44|194
2|2014|43|216
2|2014|42|242
2|2014|41|320
2|2014|40|338
2|2014|39|378
2|2014|38|536
2|2014|37|586
2|2014|36|788
2|2014|35|846
2|2014|34|1068
2|2014|33|1102
2|2014|32|1360
2|2014|31|1720
2|2014|30|2018
2|2014|29|2890
2|2014|28|4998
2|2014|27|4740
2|2014|26|5392
2|2014|25|6060
2|2014|24|8130
2|2014|23|13046
2|2014|22|31110
2|2014|21|69382
2|2014|20|103420
2|2014|19|154822
2|2014|18|287682
2|2014|17|401142
2|2014|16|247204
2|2014|15|129762
2|2014|14|115136
2|2014|13|143592
2|2014|12|227070
2|2014|11|389182
2|2014|10|557452
2|2014|9|648822
2|2014|8|618098
2|2014|7|652264
2|2014|6|951208
2|2014|5|1490404
2|2014|4|2360472
2|2014|3|4165364
2|2014|2|7873910
2|2014|1|15039696
2|2014|0|9401776
3|2010|10083357|1
3|2010|9000004|1
3|2010|8000010|1
3|2010|2840000|1
3|2010|1674186|1
3|2010|100000|1
3|2010|41000|1
3|2010|7469|1
3|2010|3618|1
3|2010|3008|1
3|2010|800|1
3|2010|725|1
3|2010|637|1
3|2010|504|1
3|2010|500|1
3|2010|490|1
3|2010|420|1
3|2010|400|1
3|2010|393|1
3|2010|387|1
3|2010|333|1
3|2010|304|1
3|2010|300|2
3|2010|245|1
3|2010|190|1
3|2010|186|1
3|2010|184|1
3|2010|182|2
3|2010|176|1
3|2010|175|1
3|2010|174|3
3|2010|173|3
3|2010|172|2
3|2010|171|1
3|2010|170|2
3|2010|169|1
3|2010|168|1
3|2010|167|2
3|2010|166|1
3|2010|164|1
3|2010|162|1
3|2010|161|2
3|2010|153|1
3|2010|150|2
3|2010|144|1
3|2010|141|1
3|2010|139|1
3|2010|137|1
3|2010|136|1
3|2010|134|1
3|2010|131|1
3|2010|125|1
3|2010|105|1
3|2010|100|2
3|2010|99|1
3|2010|96|1
3|2010|94|1
3|2010|93|1
3|2010|90|1
3|2010|89|2
3|2010|88|1
3|2010|86|2
3|2010|84|1
3|2010|83|1
3|2010|82|1
3|2010|81|2
3|2010|80|1
3|2010|78|1
3|2010|76|1
3|2010|75|1
3|2010|73|1
3|2010|70|1
3|2010|69|1
3|2010|68|2
3|2010|67|2
3|2010|66|1
3|2010|64|1
3|2010|62|1
3|2010|60|2
3|2010|59|3
3|2010|58|2
3|2010|57|6
3|2010|56|2
3|2010|55|2
3|2010|54|6
3|2010|53|1
3|2010|52|2
3|2010|51|6
3|2010|50|10
3|2010|49|2
3|2010|48|8
3|2010|47|14
3|2010|46|8
3|2010|45|14
3|2010|44|18
3|2010|43|18
3|2010|42|21
3|2010|41|28
3|2010|40|41
3|2010|39|41
3|2010|38|63
3|2010|37|55
3|2010|36|95
3|2010|35|95
3|2010|34|117
3|2010|33|95
3|2010|32|120
3|2010|31|119
3|2010|30|179
3|2010|29|254
3|2010|28|341
3|2010|27|416
3|2010|26|526
3|2010|25|651
3|2010|24|914
3|2010|23|1630
3|2010|22|3227
3|2010|21|7125
3|2010|20|10703
3|2010|19|15320
3|2010|18|28412
3|2010|17|40493
3|2010|16|23646
3|2010|15|13686
3|2010|14|14317
3|2010|13|18851
3|2010|12|31815
3|2010|11|53946
3|2010|10|70845
3|2010|9|81515
3|2010|8|81433
3|2010|7|96724
3|2010|6|152582
3|2010|5|251116
3|2010|4|398668
3|2010|3|730512
3|2010|2|1369690
3|2010|1|2593424
3|2010|0|1616481
3|2011|100|3
3|2011|97|1
3|2011|96|1
3|2011|94|1
3|2011|91|1
3|2011|90|3
3|2011|89|1
3|2011|88|1
3|2011|86|1
3|2011|84|1
3|2011|83|1
3|2011|82|4
3|2011|81|2
3|2011|80|2
3|2011|79|1
3|2011|76|1
3|2011|75|1
3|2011|74|1
3|2011|73|3
3|2011|72|2
3|2011|71|2
3|2011|70|2
3|2011|69|3
3|2011|68|2
3|2011|67|2
3|2011|66|2
3|2011|65|6
3|2011|64|3
3|2011|63|2
3|2011|62|5
3|2011|61|4
3|2011|60|6
3|2011|59|6
3|2011|58|4
3|2011|57|9
3|2011|56|9
3|2011|55|17
3|2011|54|5
3|2011|53|8
3|2011|52|8
3|2011|51|5
3|2011|50|15
3|2011|49|11
3|2011|48|12
3|2011|47|14
3|2011|46|15
3|2011|45|18
3|2011|44|22
3|2011|43|23
3|2011|42|23
3|2011|41|37
3|2011|40|34
3|2011|39|49
3|2011|38|72
3|2011|37|61
3|2011|36|95
3|2011|35|96
3|2011|34|117
3|2011|33|126
3|2011|32|121
3|2011|31|181
3|2011|30|197
3|2011|29|263
3|2011|28|424
3|2011|27|476
3|2011|26|629
3|2011|25|715
3|2011|24|1013
3|2011|23|1601
3|2011|22|3615
3|2011|21|7497
3|2011|20|11473
3|2011|19|16756
3|2011|18|30899
3|2011|17|44371
3|2011|16|26254
3|2011|15|15016
3|2011|14|14976
3|2011|13|19399
3|2011|12|32928
3|2011|11|56558
3|2011|10|75496
3|2011|9|87267
3|2011|8|87827
3|2011|7|104223
3|2011|6|164423
3|2011|5|268090
3|2011|4|422541
3|2011|3|763802
3|2011|2|1417736
3|2011|1|2669379
3|2011|0|1667877
3|2012|100|4
3|2012|99|1
3|2012|97|1
3|2012|95|1
3|2012|94|1
3|2012|93|2
3|2012|92|2
3|2012|90|1
3|2012|89|1
3|2012|87|2
3|2012|86|4
3|2012|85|1
3|2012|84|1
3|2012|83|1
3|2012|82|2
3|2012|81|3
3|2012|80|6
3|2012|79|3
3|2012|78|2
3|2012|77|1
3|2012|76|1
3|2012|75|6
3|2012|74|1
3|2012|73|2
3|2012|72|1
3|2012|71|2
3|2012|70|3
3|2012|69|3
3|2012|68|3
3|2012|67|8
3|2012|66|4
3|2012|65|8
3|2012|64|3
3|2012|63|5
3|2012|62|7
3|2012|61|7
3|2012|60|9
3|2012|59|7
3|2012|58|8
3|2012|57|10
3|2012|56|10
3|2012|55|4
3|2012|54|10
3|2012|53|11
3|2012|52|10
3|2012|51|6
3|2012|50|20
3|2012|49|17
3|2012|48|18
3|2012|47|26
3|2012|46|22
3|2012|45|19
3|2012|44|24
3|2012|43|33
3|2012|42|35
3|2012|41|38
3|2012|40|55
3|2012|39|49
3|2012|38|70
3|2012|37|103
3|2012|36|124
3|2012|35|129
3|2012|34|147
3|2012|33|146
3|2012|32|179
3|2012|31|162
3|2012|30|243
3|2012|29|297
3|2012|28|443
3|2012|27|519
3|2012|26|662
3|2012|25|768
3|2012|24|1048
3|2012|23|1743
3|2012|22|3853
3|2012|21|7788
3|2012|20|11665
3|2012|19|16672
3|2012|18|30835
3|2012|17|43133
3|2012|16|25649
3|2012|15|15510
3|2012|14|15407
3|2012|13|20121
3|2012|12|34049
3|2012|11|57691
3|2012|10|76392
3|2012|9|88165
3|2012|8|89255
3|2012|7|105260
3|2012|6|164191
3|2012|5|263938
3|2012|4|415685
3|2012|3|740820
3|2012|2|1381291
3|2012|1|2579845
3|2012|0|1521821
3|2013|12746800|2
3|2013|12000004|2
3|2013|11800000|2
3|2013|8400001|2
3|2013|8050633|2
3|2013|6747240|2
3|2013|5500511|2
3|2013|5023318|2
3|2013|5005013|2
3|2013|3180000|2
3|2013|600003|2
3|2013|533180|4
3|2013|514332|2
3|2013|419500|2
3|2013|135005|2
3|2013|80051|2
3|2013|30083|2
3|2013|23005|2
3|2013|22005|2
3|2013|1040|2
3|2013|800|2
3|2013|400|2
3|2013|238|2
3|2013|222|2
3|2013|209|2
3|2013|208|2
3|2013|201|2
3|2013|192|2
3|2013|189|4
3|2013|181|4
3|2013|177|2
3|2013|171|2
3|2013|170|2
3|2013|152|2
3|2013|138|2
3|2013|121|2
3|2013|100|2
3|2013|98|2
3|2013|97|2
3|2013|91|4
3|2013|90|4
3|2013|89|2
3|2013|88|2
3|2013|87|2
3|2013|86|4
3|2013|85|4
3|2013|84|2
3|2013|82|2
3|2013|81|4
3|2013|80|12
3|2013|79|2
3|2013|78|4
3|2013|77|2
3|2013|76|2
3|2013|75|2
3|2013|74|8
3|2013|72|8
3|2013|70|6
3|2013|69|4
3|2013|68|12
3|2013|67|8
3|2013|66|6
3|2013|65|14
3|2013|64|8
3|2013|63|8
3|2013|62|4
3|2013|61|14
3|2013|60|28
3|2013|59|14
3|2013|58|4
3|2013|57|16
3|2013|56|10
3|2013|55|18
3|2013|54|12
3|2013|53|20
3|2013|52|36
3|2013|51|22
3|2013|50|46
3|2013|49|30
3|2013|48|34
3|2013|47|38
3|2013|46|60
3|2013|45|54
3|2013|44|34
3|2013|43|66
3|2013|42|80
3|2013|41|134
3|2013|40|102
3|2013|39|120
3|2013|38|166
3|2013|37|152
3|2013|36|268
3|2013|35|202
3|2013|34|322
3|2013|33|298
3|2013|32|300
3|2013|31|370
3|2013|30|376
3|2013|29|600
3|2013|28|1068
3|2013|27|1082
3|2013|26|1298
3|2013|25|1512
3|2013|24|2084
3|2013|23|3532
3|2013|22|7886
3|2013|21|16382
3|2013|20|24294
3|2013|19|35168
3|2013|18|67438
3|2013|17|92956
3|2013|16|54550
3|2013|15|30816
3|2013|14|30098
3|2013|13|39302
3|2013|12|66212
3|2013|11|110316
3|2013|10|148634
3|2013|9|173410
3|2013|8|172404
3|2013|7|196256
3|2013|6|305180
3|2013|5|485194
3|2013|4|770340
3|2013|3|1371568
3|2013|2|2591170
3|2013|1|4888316
3|2013|0|2938922
3|2014|176|2
3|2014|100|6
3|2014|98|2
3|2014|96|4
3|2014|94|2
3|2014|93|4
3|2014|92|2
3|2014|90|6
3|2014|85|4
3|2014|83|4
3|2014|82|4
3|2014|81|10
3|2014|80|10
3|2014|79|2
3|2014|78|2
3|2014|77|2
3|2014|76|4
3|2014|75|4
3|2014|74|4
3|2014|73|2
3|2014|72|2
3|2014|71|4
3|2014|69|4
3|2014|68|8
3|2014|67|6
3|2014|66|8
3|2014|65|6
3|2014|64|6
3|2014|63|14
3|2014|62|6
3|2014|61|18
3|2014|60|14
3|2014|59|12
3|2014|58|14
3|2014|57|12
3|2014|56|10
3|2014|55|36
3|2014|54|18
3|2014|53|26
3|2014|52|34
3|2014|51|34
3|2014|50|30
3|2014|49|46
3|2014|48|32
3|2014|47|46
3|2014|46|50
3|2014|45|40
3|2014|44|44
3|2014|43|78
3|2014|42|84
3|2014|41|76
3|2014|40|82
3|2014|39|104
3|2014|38|150
3|2014|37|160
3|2014|36|208
3|2014|35|254
3|2014|34|320
3|2014|33|356
3|2014|32|412
3|2014|31|500
3|2014|30|580
3|2014|29|760
3|2014|28|1266
3|2014|27|1338
3|2014|26|1530
3|2014|25|1686
3|2014|24|2200
3|2014|23|3666
3|2014|22|8280
3|2014|21|17960
3|2014|20|26552
3|2014|19|38698
3|2014|18|75386
3|2014|17|106178
3|2014|16|62926
3|2014|15|33958
3|2014|14|30884
3|2014|13|39842
3|2014|12|63856
3|2014|11|109786
3|2014|10|149506
3|2014|9|175682
3|2014|8|171888
3|2014|7|190690
3|2014|6|286914
3|2014|5|456900
3|2014|4|711316
3|2014|3|1265414
3|2014|2|2411990
3|2014|1|4640748
3|2014|0|2850826
4|2010|6746333|1
4|2010|6510000|1
4|2010|100005|1
4|2010|50033|1
4|2010|50000|1
4|2010|30083|1
4|2010|813|1
4|2010|756|1
4|2010|551|1
4|2010|500|1
4|2010|414|1
4|2010|401|1
4|2010|301|1
4|2010|300|1
4|2010|258|1
4|2010|252|1
4|2010|244|1
4|2010|242|1
4|2010|213|1
4|2010|211|1
4|2010|198|1
4|2010|191|1
4|2010|189|1
4|2010|188|1
4|2010|182|1
4|2010|180|2
4|2010|177|1
4|2010|175|1
4|2010|174|1
4|2010|173|1
4|2010|172|1
4|2010|171|1
4|2010|170|1
4|2010|168|1
4|2010|166|2
4|2010|165|1
4|2010|163|1
4|2010|162|1
4|2010|139|1
4|2010|137|1
4|2010|102|1
4|2010|100|1
4|2010|99|1
4|2010|92|2
4|2010|90|1
4|2010|84|1
4|2010|83|1
4|2010|82|2
4|2010|81|1
4|2010|80|2
4|2010|77|3
4|2010|75|1
4|2010|74|1
4|2010|72|1
4|2010|71|1
4|2010|70|2
4|2010|69|1
4|2010|67|1
4|2010|66|2
4|2010|62|1
4|2010|61|1
4|2010|59|2
4|2010|58|2
4|2010|57|1
4|2010|56|1
4|2010|55|1
4|2010|54|2
4|2010|53|1
4|2010|52|2
4|2010|51|1
4|2010|50|8
4|2010|49|8
4|2010|48|12
4|2010|47|5
4|2010|46|12
4|2010|45|8
4|2010|44|15
4|2010|43|11
4|2010|42|7
4|2010|41|17
4|2010|40|25
4|2010|39|32
4|2010|38|27
4|2010|37|45
4|2010|36|43
4|2010|35|64
4|2010|34|67
4|2010|33|61
4|2010|32|76
4|2010|31|80
4|2010|30|103
4|2010|29|141
4|2010|28|219
4|2010|27|219
4|2010|26|318
4|2010|25|365
4|2010|24|485
4|2010|23|785
4|2010|22|1789
4|2010|21|3689
4|2010|20|5446
4|2010|19|7564
4|2010|18|15238
4|2010|17|22395
4|2010|16|12686
4|2010|15|6885
4|2010|14|6738
4|2010|13|8917
4|2010|12|15360
4|2010|11|26523
4|2010|10|33433
4|2010|9|38198
4|2010|8|37357
4|2010|7|46319
